recording_id,source_file,signal_id,class,label,window_id,start_sample,end_sample,RMS,Variance,Std,Kurtosis,Crest_Factor,Peak_to_Peak,Maximum,Minimum,Dominant_Frequency,Spectral_Centroid,Spectral_RMS,Total_Spectral_Energy,Low_Frequency_Energy,Mid_Frequency_Energy,High_Frequency_Energy
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,15,90000,102000,0.07229828337834589,0.005227041779455606,0.07229828337834589,2.6803389918930254,3.473572629518833,0.48044123076923073,0.25113333830769224,-0.22930789246153846,1036.0,1123.5858245933646,7.919220229500335,376347.00830900745,124795.32913578754,250857.1193260051,694.5598472147464
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,16,96000,108000,0.07004438875929701,0.004906216396663534,0.07004438875929701,2.684881576675185,3.583346107924399,0.48044123076923073,0.2509932878461538,-0.2294479429230769,1036.0,1141.8078146459818,7.672339030686919,353247.5819970131,107934.78171577616,244617.0394395546,695.7608416823709
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,17,102000,114000,0.06978355113473858,0.004869744008974674,0.06978355113473858,2.696564777789659,3.230346334437781,0.45040061538461534,0.2254250386153846,-0.22497557676923075,1036.0,1125.9107226099684,7.643768071281262,350621.56915556075,110484.4580677942,239471.62714138988,665.4839463766294
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,18,108000,120000,0.07152496168258642,0.005115820143695456,0.07152496168258642,2.8258270701123784,3.45453966795087,0.4839876923076923,0.23690187492307693,-0.24708581738461535,1036.0,1115.047972963833,7.834514153956655,368339.0517833115,125193.09170018378,242467.0546071133,678.9054760144134
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,19,114000,126000,0.07194952336125605,0.005176733911911932,0.07194952336125605,2.8594226199245334,3.447108161954505,0.4839876923076923,0.2359699030769231,-0.2480177892307692,1036.0,1110.4562036606162,7.8810186664766935,372724.8417833458,123646.42575688085,248404.20581501216,674.2102114527353
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,20,120000,132000,0.07198153518465254,0.005181341407539373,0.07198153518465254,2.714212025588571,3.366018687854804,0.47439138461538455,0.23210019199999998,-0.2422911926153846,1036.0,1104.2275530714871,7.884525095715855,373056.5816458236,123692.92005820088,248716.8505332687,646.8110543539852
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,21,126000,138000,0.07327653756134955,0.005369450956979872,0.07327653756134955,2.5836180021455784,3.1682538718292275,0.45728492307692303,0.23215867384615382,-0.2251262492307692,1036.0,1095.7685856275766,8.026373675169369,386600.4689150845,135102.87140914585,250855.64861973288,641.9488862058097
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,22,132000,144000,0.07379730291479568,0.005446041917498112,0.07379730291479568,2.598279010637877,3.581586389327706,0.5069353846153846,0.2426239689230769,-0.26431141569230765,1036.0,1109.2088514819184,8.08341593298895,392115.02048734354,135938.269041246,255516.1704683734,660.5809777241891
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,23,138000,150000,0.07461657674030975,0.005567633524442534,0.07461657674030975,2.6576528264132437,3.5459164316229024,0.5161144615384615,0.251530316,-0.26458414553846155,1036.0,1092.0742424305045,8.173155382341097,400869.61389225133,138005.37832179654,262234.78562574816,629.4499447067132
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,24,144000,156000,0.07478847769864999,0.0055933163964814675,0.07478847769864999,2.6923689942118165,3.3653520812083726,0.500676923076923,0.2516895590769231,-0.24898736399999996,1036.0,1089.0345139474027,8.19198461974002,402718.7806723524,142537.3908393604,259533.220551575,648.1692814169651
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,25,150000,162000,0.07381436435102996,0.005448560384546603,0.07381436435102996,2.79902723255458,3.2586513347989285,0.4733483076923076,0.23281303076923074,-0.2405352769230769,1036.0,1101.7657269263304,8.085284750798492,392296.3488384693,142530.54153090584,249129.72516337896,636.082144184561
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,26,156000,168000,0.07399972887500882,0.005475959873574813,0.07399972887500882,2.8598556773664345,3.3316962192682875,0.4892030769230769,0.24654461692307691,-0.24265846,1036.0,1096.2694910493744,8.105588713238594,394269.11089747347,140062.23143573344,253608.40324574758,598.4762159924938
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,27,162000,174000,0.07408403916781954,0.005488444859419019,0.07408403916781954,2.7977430865244766,3.3264422237890074,0.4892030769230769,0.246436276,-0.2427668009230769,1036.0,1098.1212138134583,8.114823674445343,395168.0299672991,128439.1973655713,266115.16056420194,613.6720375257332
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,28,168000,180000,0.07327873422617873,0.005369772889790937,0.07327873422617873,2.813435278448142,3.7135116980268776,0.5031803076923077,0.2310588709230769,-0.2721214367692308,1036.0,1114.8685472528505,8.0266142920554,386623.6484975616,122367.4385738375,263658.09414789174,598.1157758323359
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,29,174000,186000,0.07282810345294069,0.005303932652552232,0.07282810345294069,2.8593233731777503,3.8976110055918567,0.513611076923077,0.2297554593846154,-0.28385561753846156,1036.0,1109.9426160644264,7.977254272838916,381883.15098689403,124242.87131556275,257038.2853639606,601.9943073706982
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,30,180000,192000,0.07373882558179179,0.005437414398181911,0.07373882558179179,2.821350224046431,3.836250901992412,0.5317606153846154,0.24887997923076924,-0.2828806361538462,1036.0,1116.3199197226877,8.077010571034654,391493.83668739785,132425.04236157428,258468.4995722833,600.2947535403268
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,31,186000,198000,0.07404173107353805,0.005482177940366129,0.07404173107353805,2.7479682775622454,3.3394715524204437,0.48982892307692305,0.24726025461538462,-0.24256866846153846,1036.0,1107.914709776328,8.110189441871679,394716.81187106407,133080.53573402192,261035.79785051235,600.4782865298182
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,32,192000,204000,0.07435355187713007,0.005528450676745071,0.07435355187713007,2.6773927876625376,3.316995441181164,0.4906633846153846,0.2466303926153846,-0.24403299199999998,1036.0,1099.1447000696699,8.144344851727007,398048.4487361772,131501.6579362573,265954.33413231425,592.4566676055531
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,33,198000,210000,0.07541181661996961,0.005686942085923924,0.07541181661996961,2.6631475982248114,3.256477741969754,0.48190153846153844,0.2455769023076923,-0.23632463615384613,1036.0,1095.7219299620097,8.260262288593784,409459.8303912641,141105.2099350674,267726.1189160625,628.5015401340872
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,34,204000,216000,0.07416682772990062,0.005500718335516754,0.07416682772990062,2.7239351638490534,3.18688185914789,0.47084492307692305,0.23448400523076923,-0.23636091784615385,1036.0,1103.2877135362762,8.1238919518913,396051.7202964714,134682.7369944316,260715.06371772202,653.9195843176869
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,35,210000,222000,0.07268438371087106,0.005283019635429139,0.07268438371087106,2.7837959893678126,3.3922971221676264,0.4816929230769231,0.2465670256923077,-0.23512589738461537,1036.0,1113.7536344800837,7.961511878385505,380377.4140094306,117559.72586681596,262209.8367052864,607.8514373281844
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,36,216000,228000,0.07247051661055699,0.005251975777801017,0.07247051661055699,2.8197172448833605,3.406999298131049,0.4919150769230769,0.24690699923076923,-0.2450080776923077,1036.0,1129.1890045104255,7.93808586741502,378142.2566379628,113626.11506699122,263888.01644012466,628.1251308469167
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,37,222000,234000,0.07208733355871479,0.005196583659605408,0.07208733355871479,2.8491246588179675,3.4105121344583487,0.4796067692307692,0.2337520433846154,-0.24585472584615384,1036.0,1143.1279878167807,7.896113787136568,374154.0262493886,114268.1151959807,259240.21840995335,645.692643454546
NORMAL_0_X097,NORMAL_0.mat,X097,Healthy,0,38,228000,240000,0.07172034639547445,0.005143808087086845,0.07172034639547445,2.799814669161259,3.5691982210199438,0.48690830769230764,0.2309241749230769,-0.25598413276923077,1036.0,1144.7558004239816,7.855915678231192,370354.1822720153,108187.77690076706,261497.27892558544,669.1264456628634
NORMAL_2_X099,NORMAL_2.mat,X099,Healthy,0,0,0,12000,0.06298143720909079,0.0039666614329226454,0.06298143720909079,2.9256533477242432,3.9780618400981513,0.46145723076923073,0.21091317876923077,-0.25054405199999996,2102.0,1121.7692337714557,6.898695935353687,285599.6256564014,142565.5174958568,142470.9041649124,563.2039956321992
NORMAL_2_X099,NORMAL_2.mat,X099,Healthy,0,1,6000,18000,0.06273985481889854,0.003936289382696467,0.06273985481889854,2.8958386905553644,3.992227388607078,0.4614572307692308,0.210985464,-0.2504717667692308,2102.0,1114.2324959324158,6.872234088545353,283412.8358079564,144622.618438179,138216.84632965375,573.3710401236807
NORMAL_2_X099,NORMAL_2.mat,X099,Healthy,0,2,12000,24000,0.06351736715547543,0.00403445593036347,0.06351736715547543,2.8943440530324693,3.78684667975183,0.4297476923076923,0.18921716138461536,-0.24053053092307694,2102.0,1117.5684146883439,6.957399219532427,290480.8288036025,146899.4315851291,142985.96348727713,595.4337311962721
NORMAL_2_X099,NORMAL_2.mat,X099,Healthy,0,3,18000,30000,0.06423751204445435,0.004126457953661419,0.06423751204445435,2.9337257713514675,3.764837311611911,0.4662553846153846,0.22441160246153846,-0.24184378215384614,2102.0,1108.3385676004232,7.036280548504106,297104.9729875007,150470.36350280698,146067.0064563532,567.6030283405294
NORMAL_2_X099,NORMAL_2.mat,X099,Healthy,0,4,24000,36000,0.06324333188866735,0.003999719028380128,0.06324333188866735,2.969569643763261,3.8378337540721637,0.4662553846153846,0.22353799076923075,-0.24271739384615384,2102.0,1109.8905731401753,6.927382657847515,287979.7715599672,145158.8512745915,142276.80887341892,544.1114119568547
NORMAL_2_X099,NORMAL_2.mat,X099,Healthy,0,5,30000,42000,0.06331618022957156,0.004008938678863589,0.06331618022957156,2.8941850486811087,3.8528243521414485,0.46542092307692307,0.221474802,-0.24394612107692307,2102.0,1097.0966886378626,6.9353621113306865,288643.5849393027,149106.93057437346,139016.2593639963,520.3950009329665
